key,review_text,CSI,category,familiarity,impact,reason,explanation,reformulation
112153+self:Mexico+non-fiction,"The author is way too wedded to environmental determinism for this to be a long lived or worthwhile book. Had he entertained other theories he might have veered closer to the truth. As it is he is too highly dismissive of great ideas or great people. Also, annoyingly, he disparages all of his critics as being racist if they disagree with him. 
 I was enjoying his facts, when not tinged with his opinions, until I started checking some, alas, like his theories & opinions they didn't pan out, or were tilted to support his assertions. 
 Another reviewer - Molly said ""As an exercise in materialist theory this book is magnificent. I would recommend this book ONLY to people in Anthropology with a great understanding of theory, less educated or unwarned people might think this book is fact rather than an exercise in speculation"" & she is completely right. You have to pay very close attention to his language to realize that huge castles in the air are built entirely on the words 'might' & 'maybe'. To Diamond's credit, these words in many cases are there. But the overall work is 'an exercise in speculation'.",castles in the air,Linguistic,Somewhat familiar,Medium,"This idiom might not be commonly used in Mexican urban culture, making it somewhat unfamiliar.",Unrealistic or impractical ideas or plans.,"The author relies too much on the idea that the environment shapes human societies, making the book less valuable. If he had considered other theories, he might have been closer to the truth. He dismisses great ideas and people and labels critics as racist if they disagree. I enjoyed his facts until I checked them and found they were biased to support his views. Another reviewer, Molly, said, 'As a materialist theory exercise, this book is great. I recommend it only to those with a strong understanding of theory; others might mistake it for fact.' She is right. You need to pay close attention to his language to see that his arguments are speculative. To Diamond's credit, he often uses words like 'might' and 'maybe,' but the overall work is speculative."
49433+self:Mexico+non-fiction,"I'm always more critical of books *I* choose for book club, so this rating may be a little harsher than otherwise. 
 Very complex, detailed story--some parts felt like work to read, but it all mattered to the plot in the end. I recommend going back and re-reading the prologue when you finish the book.",,,,,,,
112154+self:Mexico+non-fiction,"This book was pretty neat. I thought it explained well the whys of the different nations/realms of the world and the author explained it with distinct reasons such as food, animals, minerals, climate, geography, etc. 
 This is a perfect blend of geography and history. 
 I didn't think he talked about South America enough though.",realms,Linguistic,Somewhat familiar,Low,The term 'realms' might be somewhat familiar but not commonly used in everyday language in urban Mexico.,Realms are regions or areas ruled by a king or queen.,"This book was pretty neat. I thought it explained well the reasons behind the differences among various countries of the world, and the author explained it with distinct reasons such as food, animals, minerals, climate, geography, etc. This is a perfect blend of geography and history. I didn't think he talked about South America enough though."
111772+self:Mexico+non-fiction,"I hate the fact that it is an international bestseller. I hate that people would read this book and assume it is about us. ""A novel from Dubai""??? I am from Dubai and all my ancestors were too. It is shameful and disgraceful what she wrote about us. WE ARE NOT LIKE THAT. Maha Gargash does not represent our culture, no matter that she loves it and wants to write about it. I can see that people want to know more about our culture, but please don't believe everything you read.",,,,,,,
111773+self:Mexico+non-fiction,"This book is a good intro into UAE history without being too overwhelming. I liked the cultural information and perspective. I thoroughly enjoyed the plot but did not find it heart wrenching, which was a relief. I wanted something educational but not too heavy and that is what I got.",,,,,,,
111774+self:Mexico+non-fiction,"This story about a woman's life in a traditional Arab society promised so much, but ended up feeling like there was maybe too much influence from the Western publishers to spice up the story to make it sell to a Western romance market. The end result is a novel that feels like a series of undeveloped plot points. 
 Full review mmmporium.com/sandfish",traditional Arab society,Social,Somewhat familiar,Medium,"While familiar with some aspects of Arab culture, the specific social structures and norms may be less known.","Refers to the social norms and structures in Arab countries, often conservative and family-oriented.",This story about a woman's life in a conservative Arab society promised much but felt overly influenced by Western publishers to appeal to a Western romance market. The result is a novel that seems like a series of undeveloped plot points. Full review mmmporium.com/sandfish
111774+self:Mexico+non-fiction,"This story about a woman's life in a traditional Arab society promised so much, but ended up feeling like there was maybe too much influence from the Western publishers to spice up the story to make it sell to a Western romance market. The end result is a novel that feels like a series of undeveloped plot points. 
 Full review mmmporium.com/sandfish",Western publishers,Material,Familiar,Low,"The concept of Western publishers is known, but their influence on non-Western literature might be less understood.","Publishers from Western countries, often influencing global literature trends.",This story about a woman's life in a conservative Arab society promised much but felt overly influenced by Western publishers to appeal to a Western romance market. The result is a novel that seems like a series of undeveloped plot points. Full review mmmporium.com/sandfish
111774+self:Mexico+non-fiction,"This story about a woman's life in a traditional Arab society promised so much, but ended up feeling like there was maybe too much influence from the Western publishers to spice up the story to make it sell to a Western romance market. The end result is a novel that feels like a series of undeveloped plot points. 
 Full review mmmporium.com/sandfish",Western romance market,Material,Familiar,Low,"The idea of a Western romance market is known, but its specific characteristics might be less familiar.","Market for romance novels in Western countries, often characterized by specific tropes and styles.",This story about a woman's life in a conservative Arab society promised much but felt overly influenced by Western publishers to appeal to a Western romance market. The result is a novel that seems like a series of undeveloped plot points. Full review mmmporium.com/sandfish
28829+self:Mexico+non-fiction,"I haven't read a King novel since we were both young(ish). I decided to read - more accurately, listen to - this one because of the genre and praise and awards. I enjoyed it until the ending, which had me rolling my eyes and shaking my head. I had the sense an editor told King he needed a big finish. Oh well. I think I'll try the next one and hope for better.",,,,,,,
97443+self:Mexico+non-fiction,"It was a quick read. 
 The story is as fast as a bullet train. Fisssssss...ooouiuu.....! 
 Mr Arvind's writing is commendable for the reason of bringing out the stark truth of the life of poor (Darkness) and rich (Light) of India through eye of a chauffeur. 
 The whole story is addressed to the former state head of ""People's Republic of China"". 
 For detailed review please follow the link: https://en.wikipedia.org/wiki/The_Whi...",People's Republic of China,Customs,Somewhat familiar,Medium,"While the People's Republic of China is a well-known country, its political and social context might not be fully understood.","The official name of China, a country with a unique political system and history.","It was a quick read. The story is as fast as a bullet train. Fisssssss...ooouiuu.....! Mr. Arvind's writing is commendable for bringing out the stark truth of the life of poor (Darkness) and rich (Light) of India through the eyes of a chauffeur. The whole story is addressed to the former leader of China. For a detailed review, please follow the link: https://en.wikipedia.org/wiki/The_Whi..."
71332+self:Mexico+non-fiction,"DISAPPOINTED 
 After the first two books, I had high hopes. The plot was good; it had purpose - ""Evil"" had risen in Meluha, Shiva had to stop it. 
 And then came ""the oath of vayuputras"" . Instead of the story being about Shiva and his ultimate triumph over evil, it became the story about, the balance between ""Good"" and ""Evil"". that had been destroyed(seriously!) and that Shiva must remove ""Evil"" and restore ""Good"".All this was told over in like 50 pages with words good & evil being repeated in every other sentence. 
 Most disappointing about this book was the terrible ending. it took me days to complete this book. 
 the title of the book is ""oath"" of vayuputras! 
 what oath? 
 it could have been batter",Meluha,Material,Unfamiliar,Medium,"Meluha is a fictional place in the book, which might be unfamiliar to someone from urban Mexico.",Meluha is a fictional ancient civilization in the Shiva Trilogy.,"DISAPPOINTED After the first two books, I had high hopes. The plot was good; it had purpose - 'Evil' had risen in a fictional place called Meluha, and Shiva had to stop it. Then came 'the oath of vayuputras'. Instead of the story being about Shiva and his ultimate triumph over evil, it became about the balance between 'Good' and 'Evil' that had been destroyed, and that Shiva must remove 'Evil' and restore 'Good'. All this was told over in like 50 pages with words good & evil being repeated in every other sentence. Most disappointing about this book was the terrible ending. It took me days to complete this book. The title of the book is 'oath' of vayuputras! What oath? It could have been better."
71332+self:Mexico+non-fiction,"DISAPPOINTED 
 After the first two books, I had high hopes. The plot was good; it had purpose - ""Evil"" had risen in Meluha, Shiva had to stop it. 
 And then came ""the oath of vayuputras"" . Instead of the story being about Shiva and his ultimate triumph over evil, it became the story about, the balance between ""Good"" and ""Evil"". that had been destroyed(seriously!) and that Shiva must remove ""Evil"" and restore ""Good"".All this was told over in like 50 pages with words good & evil being repeated in every other sentence. 
 Most disappointing about this book was the terrible ending. it took me days to complete this book. 
 the title of the book is ""oath"" of vayuputras! 
 what oath? 
 it could have been batter",Shiva,Customs,Somewhat familiar,Low,"Shiva is a significant figure in Hindu mythology, which might not be well-known in Mexican culture.","Shiva is a major Hindu deity, often known as the destroyer and transformer.","DISAPPOINTED After the first two books, I had high hopes. The plot was good; it had purpose - 'Evil' had risen in a fictional place called Meluha, and Shiva had to stop it. Then came 'the oath of vayuputras'. Instead of the story being about Shiva and his ultimate triumph over evil, it became about the balance between 'Good' and 'Evil' that had been destroyed, and that Shiva must remove 'Evil' and restore 'Good'. All this was told over in like 50 pages with words good & evil being repeated in every other sentence. Most disappointing about this book was the terrible ending. It took me days to complete this book. The title of the book is 'oath' of vayuputras! What oath? It could have been better."
71332+self:Mexico+non-fiction,"DISAPPOINTED 
 After the first two books, I had high hopes. The plot was good; it had purpose - ""Evil"" had risen in Meluha, Shiva had to stop it. 
 And then came ""the oath of vayuputras"" . Instead of the story being about Shiva and his ultimate triumph over evil, it became the story about, the balance between ""Good"" and ""Evil"". that had been destroyed(seriously!) and that Shiva must remove ""Evil"" and restore ""Good"".All this was told over in like 50 pages with words good & evil being repeated in every other sentence. 
 Most disappointing about this book was the terrible ending. it took me days to complete this book. 
 the title of the book is ""oath"" of vayuputras! 
 what oath? 
 it could have been batter",the oath of vayuputras,Customs,Unfamiliar,High,The concept of 'vayuputras' and their oath is specific to the book and might be confusing.,"Vayuputras are a fictional group in the book, taking an oath to protect certain values.","DISAPPOINTED After the first two books, I had high hopes. The plot was good; it had purpose - 'Evil' had risen in a fictional place called Meluha, and Shiva had to stop it. Then came 'the oath of vayuputras'. Instead of the story being about Shiva and his ultimate triumph over evil, it became about the balance between 'Good' and 'Evil' that had been destroyed, and that Shiva must remove 'Evil' and restore 'Good'. All this was told over in like 50 pages with words good & evil being repeated in every other sentence. Most disappointing about this book was the terrible ending. It took me days to complete this book. The title of the book is 'oath' of vayuputras! What oath? It could have been better."
101285+self:Mexico+non-fiction,"Many stories written by Ruskin Bond are semi-autobiographical, and after having read so many of them, I made the mistake of assuming that this book won't having anything new to offer. How wrong I was and how glad I am to have picked up this book! The words are beautifully crafted and are so full of warm memories that they would invoke nostalgia in you, making you want to write down your own precious childhood memories. No doubt, it is a great book and definitely, it is a must-read for lovers of Ruskin Bond's writings.",,,,,,,
50086+self:Mexico+non-fiction,"In 1985 Abraham Verghese, a young Indian doctor specializing in infectious diseases, was working in Johnson City, Tennessee. Nestled in the Smoky Mountains, the town had always seemed exempt from the anxieties and modern American life. But that summer, the local hospital treated its first AIDS patient, and before long a crisis that had once seemed an ""urban problem"" had arrived in town to stay. 
 This is Verghese's memoir of that time. Using several case studies to illustrate, he tells the community's story as well as that of his own personal journey. It is informative, inspiring, tender, frightening, compassionate and memorable. 
 This is a story of courage and fear, of uninformed reactions and thoughtful response, of death and living, of bemoaning one's fate and rising to the occasion, of being an outsider and belonging to a community, of angry denial and graceful acceptance. Verghese is eloquent in describing his surroundings, patients and others in the town and surrounding area.","Johnson City, Tennessee",Material,Unfamiliar,Medium,"Johnson City, Tennessee, is a specific location in the United States that may not be well-known to someone from urban Mexico.","A small town in the southeastern United States, known for its proximity to the Smoky Mountains.","In 1985, Abraham Verghese, a young Indian doctor specializing in infectious diseases, was working in a small town in the southeastern United States. The town, located near a mountain range, had always seemed free from the stresses of modern American life. But that summer, the local hospital treated its first patient with a serious disease caused by the HIV virus, and soon a crisis that had seemed like an 'urban problem' arrived in the town. This is Verghese's memoir of that time. Using several case studies, he tells the community's story as well as his own personal journey. It is informative, inspiring, tender, frightening, compassionate, and memorable. This is a story of courage and fear, uninformed reactions and thoughtful responses, death and living, bemoaning one's fate and rising to the occasion, being an outsider and belonging to a community, angry denial, and graceful acceptance. Verghese eloquently describes his surroundings, patients, and others in the town and surrounding area."
50086+self:Mexico+non-fiction,"In 1985 Abraham Verghese, a young Indian doctor specializing in infectious diseases, was working in Johnson City, Tennessee. Nestled in the Smoky Mountains, the town had always seemed exempt from the anxieties and modern American life. But that summer, the local hospital treated its first AIDS patient, and before long a crisis that had once seemed an ""urban problem"" had arrived in town to stay. 
 This is Verghese's memoir of that time. Using several case studies to illustrate, he tells the community's story as well as that of his own personal journey. It is informative, inspiring, tender, frightening, compassionate and memorable. 
 This is a story of courage and fear, of uninformed reactions and thoughtful response, of death and living, of bemoaning one's fate and rising to the occasion, of being an outsider and belonging to a community, of angry denial and graceful acceptance. Verghese is eloquent in describing his surroundings, patients and others in the town and surrounding area.",Smoky Mountains,Ecology,Somewhat familiar,Low,"The Smoky Mountains are a specific geographical feature in the United States, which may not be commonly known in urban Mexico.","A mountain range in the southeastern United States, part of the Appalachian Mountains.","In 1985, Abraham Verghese, a young Indian doctor specializing in infectious diseases, was working in a small town in the southeastern United States. The town, located near a mountain range, had always seemed free from the stresses of modern American life. But that summer, the local hospital treated its first patient with a serious disease caused by the HIV virus, and soon a crisis that had seemed like an 'urban problem' arrived in the town. This is Verghese's memoir of that time. Using several case studies, he tells the community's story as well as his own personal journey. It is informative, inspiring, tender, frightening, compassionate, and memorable. This is a story of courage and fear, uninformed reactions and thoughtful responses, death and living, bemoaning one's fate and rising to the occasion, being an outsider and belonging to a community, angry denial, and graceful acceptance. Verghese eloquently describes his surroundings, patients, and others in the town and surrounding area."
50086+self:Mexico+non-fiction,"In 1985 Abraham Verghese, a young Indian doctor specializing in infectious diseases, was working in Johnson City, Tennessee. Nestled in the Smoky Mountains, the town had always seemed exempt from the anxieties and modern American life. But that summer, the local hospital treated its first AIDS patient, and before long a crisis that had once seemed an ""urban problem"" had arrived in town to stay. 
 This is Verghese's memoir of that time. Using several case studies to illustrate, he tells the community's story as well as that of his own personal journey. It is informative, inspiring, tender, frightening, compassionate and memorable. 
 This is a story of courage and fear, of uninformed reactions and thoughtful response, of death and living, of bemoaning one's fate and rising to the occasion, of being an outsider and belonging to a community, of angry denial and graceful acceptance. Verghese is eloquent in describing his surroundings, patients and others in the town and surrounding area.",AIDS,Social,Somewhat familiar,Medium,"While AIDS is a global issue, its historical context and impact in the U.S. during the 1980s may not be as familiar.","A serious disease caused by the HIV virus, which was a major health crisis in the 1980s.","In 1985, Abraham Verghese, a young Indian doctor specializing in infectious diseases, was working in a small town in the southeastern United States. The town, located near a mountain range, had always seemed free from the stresses of modern American life. But that summer, the local hospital treated its first patient with a serious disease caused by the HIV virus, and soon a crisis that had seemed like an 'urban problem' arrived in the town. This is Verghese's memoir of that time. Using several case studies, he tells the community's story as well as his own personal journey. It is informative, inspiring, tender, frightening, compassionate, and memorable. This is a story of courage and fear, uninformed reactions and thoughtful responses, death and living, bemoaning one's fate and rising to the occasion, being an outsider and belonging to a community, angry denial, and graceful acceptance. Verghese eloquently describes his surroundings, patients, and others in the town and surrounding area."
50089+self:Mexico+non-fiction,"Sounds like a great story from someone free of homophobia at a time marked by that disease as much as the disease of AIDS. Multiple medical professionals in my family causes me to have familiarity and interest in the professions, so there's that as well. And also content about outsider-ness, and one person's experience as an Indian-American, and other to-an-extent universal interpersonal aspects; altogether fascinating!",homophobia,Social,Somewhat familiar,Medium,"While the concept of homophobia exists in Mexico, its historical context and impact in other cultures might be less familiar.",Discrimination or prejudice against homosexual people.,"Sounds like a great story from someone free of discrimination against homosexuals at a time marked by that issue as much as the disease of AIDS. Multiple medical professionals in my family causes me to have familiarity and interest in the professions, so there's that as well. And also content about outsider-ness, and one person's experience as an Indian living in America, and other to-an-extent universal interpersonal aspects; altogether fascinating!"
50089+self:Mexico+non-fiction,"Sounds like a great story from someone free of homophobia at a time marked by that disease as much as the disease of AIDS. Multiple medical professionals in my family causes me to have familiarity and interest in the professions, so there's that as well. And also content about outsider-ness, and one person's experience as an Indian-American, and other to-an-extent universal interpersonal aspects; altogether fascinating!",Indian-American,Social,Somewhat familiar,Medium,The specific experiences and cultural nuances of Indian-Americans might not be fully understood in the Mexican context.,A person of Indian descent living in the United States.,"Sounds like a great story from someone free of discrimination against homosexuals at a time marked by that issue as much as the disease of AIDS. Multiple medical professionals in my family causes me to have familiarity and interest in the professions, so there's that as well. And also content about outsider-ness, and one person's experience as an Indian living in America, and other to-an-extent universal interpersonal aspects; altogether fascinating!"
112047+self:Mexico+non-fiction,"I really did not like this book, but I don't know if it's because William hurt read it so poorly or because it was just a poorly written book. I was left scratching my head numerous times. There really seemed to be no plot...no point. William hurt might be a great Shakespearean actor, but his narration stinks. I think that was the hardest thing to follow, really. Maybe if someone else had narrated, I might have liked it. I might need to try reading the book, rather than listening to it, but as it stands, I did not like it.",William hurt,Material,Somewhat familiar,Medium,"William Hurt is an American actor, and while some people in Mexico might know him, he is not universally recognized.",William Hurt is an American actor known for his roles in films like 'Kiss of the Spider Woman'.,"I really did not like this book, but I don't know if it's because the narrator read it so poorly or because it was just a poorly written book. I was left scratching my head numerous times. There really seemed to be no plot...no point. The narrator might be a great actor in classic English plays, but his narration stinks. I think that was the hardest thing to follow, really. Maybe if someone else had narrated, I might have liked it. I might need to try reading the book, rather than listening to it, but as it stands, I did not like it."
112047+self:Mexico+non-fiction,"I really did not like this book, but I don't know if it's because William hurt read it so poorly or because it was just a poorly written book. I was left scratching my head numerous times. There really seemed to be no plot...no point. William hurt might be a great Shakespearean actor, but his narration stinks. I think that was the hardest thing to follow, really. Maybe if someone else had narrated, I might have liked it. I might need to try reading the book, rather than listening to it, but as it stands, I did not like it.",Shakespearean actor,Customs,Somewhat familiar,Medium,"Shakespearean acting is a specific style rooted in English literature, which might not be widely familiar in Mexican culture.",Shakespearean actor refers to someone who performs in plays written by William Shakespeare.,"I really did not like this book, but I don't know if it's because the narrator read it so poorly or because it was just a poorly written book. I was left scratching my head numerous times. There really seemed to be no plot...no point. The narrator might be a great actor in classic English plays, but his narration stinks. I think that was the hardest thing to follow, really. Maybe if someone else had narrated, I might have liked it. I might need to try reading the book, rather than listening to it, but as it stands, I did not like it."
50097+self:Mexico+non-fiction,"By the author of CUTTING FOR STONE, this is Verghese's autobiography beginning when he had arrived in the U.S. from Ethiopia and India. It is a fascinating story of the beginning of the AIDS epidemic in the States. In particular Verghese was located in rural Eastern Tennessee. 
 Although it sounds as if it must be a depressing book, in fact, it was wonderful. It was not a quick read as there was so much detail in it! But it WAS fascinating as the reader got to know Abraham's patients intimately. It was wonderful how much he loved them all and cared for them in a way that we all wish our doctors would care for us. 
 If you enjoy autobiography and you also are lucky enough to understand a bit of medicine, I think you will really enjoy this book.",CUTTING FOR STONE,Material,Somewhat familiar,Low,"The book title 'CUTTING FOR STONE' may not be widely known in Mexico, affecting the context of the author's background.","A novel by Abraham Verghese, known for its medical and cultural themes.","By the author of CUTTING FOR STONE, this is Verghese's autobiography beginning when he had arrived in the U.S. from Ethiopia and India. It is a fascinating story of the beginning of the AIDS epidemic in the United States. In particular, Verghese was located in a rural area of Eastern Tennessee. Although it sounds as if it must be a depressing book, in fact, it was wonderful. It was not a quick read as there was so much detail in it! But it WAS fascinating as the reader got to know Abraham's patients intimately. It was wonderful how much he loved them all and cared for them in a way that we all wish our doctors would care for us. If you enjoy autobiography and you also are lucky enough to understand a bit of medicine, I think you will really enjoy this book."
50097+self:Mexico+non-fiction,"By the author of CUTTING FOR STONE, this is Verghese's autobiography beginning when he had arrived in the U.S. from Ethiopia and India. It is a fascinating story of the beginning of the AIDS epidemic in the States. In particular Verghese was located in rural Eastern Tennessee. 
 Although it sounds as if it must be a depressing book, in fact, it was wonderful. It was not a quick read as there was so much detail in it! But it WAS fascinating as the reader got to know Abraham's patients intimately. It was wonderful how much he loved them all and cared for them in a way that we all wish our doctors would care for us. 
 If you enjoy autobiography and you also are lucky enough to understand a bit of medicine, I think you will really enjoy this book.",AIDS epidemic,Social,Somewhat familiar,Medium,"While AIDS is known globally, the specific context of its early epidemic in the U.S. might be less familiar.","The widespread outbreak of AIDS in the 1980s, particularly in the United States.","By the author of CUTTING FOR STONE, this is Verghese's autobiography beginning when he had arrived in the U.S. from Ethiopia and India. It is a fascinating story of the beginning of the AIDS epidemic in the United States. In particular, Verghese was located in a rural area of Eastern Tennessee. Although it sounds as if it must be a depressing book, in fact, it was wonderful. It was not a quick read as there was so much detail in it! But it WAS fascinating as the reader got to know Abraham's patients intimately. It was wonderful how much he loved them all and cared for them in a way that we all wish our doctors would care for us. If you enjoy autobiography and you also are lucky enough to understand a bit of medicine, I think you will really enjoy this book."
50097+self:Mexico+non-fiction,"By the author of CUTTING FOR STONE, this is Verghese's autobiography beginning when he had arrived in the U.S. from Ethiopia and India. It is a fascinating story of the beginning of the AIDS epidemic in the States. In particular Verghese was located in rural Eastern Tennessee. 
 Although it sounds as if it must be a depressing book, in fact, it was wonderful. It was not a quick read as there was so much detail in it! But it WAS fascinating as the reader got to know Abraham's patients intimately. It was wonderful how much he loved them all and cared for them in a way that we all wish our doctors would care for us. 
 If you enjoy autobiography and you also are lucky enough to understand a bit of medicine, I think you will really enjoy this book.",rural Eastern Tennessee,Ecology,Unfamiliar,Medium,"Geographical locations in the U.S., especially rural areas, might be less known to someone from urban Mexico.","A region in the southeastern United States, known for its rural landscapes.","By the author of CUTTING FOR STONE, this is Verghese's autobiography beginning when he had arrived in the U.S. from Ethiopia and India. It is a fascinating story of the beginning of the AIDS epidemic in the United States. In particular, Verghese was located in a rural area of Eastern Tennessee. Although it sounds as if it must be a depressing book, in fact, it was wonderful. It was not a quick read as there was so much detail in it! But it WAS fascinating as the reader got to know Abraham's patients intimately. It was wonderful how much he loved them all and cared for them in a way that we all wish our doctors would care for us. If you enjoy autobiography and you also are lucky enough to understand a bit of medicine, I think you will really enjoy this book."
110387+self:Mexico+non-fiction,"Started off rather depressing, with very negative narratives of the North, but then turned a corner and became very interesting. 
 Seems it was written in the 90s, and I wonder what the author would have to say if he had to do it again? 
 Interesting book, especially the parts about Sri Lanka, Pakistan & Reunion.",Sri Lanka,Ecology,Somewhat familiar,Low,"Sri Lanka is a country in South Asia, which might not be very familiar to someone from urban Mexico.","An island nation south of India, known for its diverse landscapes and cultural heritage.","Started off rather depressing, with very negative narratives of the North, but then turned a corner and became very interesting. Seems it was written in the 90s, and I wonder what the author would have to say if he had to do it again? Interesting book, especially the parts about the island nation south of India, the country in South Asia, and the French island in the Indian Ocean."
110387+self:Mexico+non-fiction,"Started off rather depressing, with very negative narratives of the North, but then turned a corner and became very interesting. 
 Seems it was written in the 90s, and I wonder what the author would have to say if he had to do it again? 
 Interesting book, especially the parts about Sri Lanka, Pakistan & Reunion.",Pakistan,Ecology,Somewhat familiar,Low,"Pakistan is a country in South Asia, which might not be very familiar to someone from urban Mexico.","A country in South Asia, sharing borders with India, Afghanistan, and Iran.","Started off rather depressing, with very negative narratives of the North, but then turned a corner and became very interesting. Seems it was written in the 90s, and I wonder what the author would have to say if he had to do it again? Interesting book, especially the parts about the island nation south of India, the country in South Asia, and the French island in the Indian Ocean."
110387+self:Mexico+non-fiction,"Started off rather depressing, with very negative narratives of the North, but then turned a corner and became very interesting. 
 Seems it was written in the 90s, and I wonder what the author would have to say if he had to do it again? 
 Interesting book, especially the parts about Sri Lanka, Pakistan & Reunion.",Reunion,Ecology,Unfamiliar,Medium,"Reunion is a French overseas department in the Indian Ocean, likely unfamiliar to someone from urban Mexico.","A French island in the Indian Ocean, east of Madagascar, known for its volcanic landscapes.","Started off rather depressing, with very negative narratives of the North, but then turned a corner and became very interesting. Seems it was written in the 90s, and I wonder what the author would have to say if he had to do it again? Interesting book, especially the parts about the island nation south of India, the country in South Asia, and the French island in the Indian Ocean."
110645+self:Mexico+non-fiction,"Short but helpful. each story tells a separate story of its own. That's the uniqueness in Mrs Murty's writing style, though she is very versatile in writing too. After reading her books U never feel lonely, it doesn't even matter for a while even if U are world's loneliest person. ""A book is your best friend"", her books are very justified to this phrase.",Mrs Murty,Linguistic,Somewhat familiar,Low,"The use of 'Mrs' before a surname might be less common in Mexican culture, where first names are often used.","Mrs Murty refers to Sudha Murty, an Indian author.","Short but helpful. Each story tells a separate story of its own. That's the uniqueness in Sudha Murty's writing style, though she is very versatile in writing too. After reading her books, you never feel lonely, it doesn't even matter for a while even if you are the world's loneliest person. 'A book is your best friend,' her books are very justified to this phrase."
110389+self:Mexico+non-fiction,"I loved this book. Such fascinating and interesting essays - made me want to read so much more about Sri Lankan history, about the Bhutto family, and about all of the places mentioned in the book. It is part travelogue, part enrichment - you get to learn about a place you don't know much about. The fact that most of the stories are from the 80s means that you get a relatively recent update on what is going on in India unlike traditional history.",Sri Lankan history,Customs,Somewhat familiar,Medium,"Sri Lankan history might not be widely known in urban Mexico, making it somewhat challenging to understand the context.","History of Sri Lanka, an island nation in South Asia, including its colonial past and civil war.","I loved this book. Such fascinating and interesting essays - made me want to read so much more about the history of Sri Lanka, about the prominent political Bhutto family in Pakistan, and about all of the places mentioned in the book. It is part travelogue, part enrichment - you get to learn about a place you don't know much about. The fact that most of the stories are from the 80s means that you get a relatively recent update on what is going on in India unlike traditional history."
110389+self:Mexico+non-fiction,"I loved this book. Such fascinating and interesting essays - made me want to read so much more about Sri Lankan history, about the Bhutto family, and about all of the places mentioned in the book. It is part travelogue, part enrichment - you get to learn about a place you don't know much about. The fact that most of the stories are from the 80s means that you get a relatively recent update on what is going on in India unlike traditional history.",Bhutto family,Social,Unfamiliar,Medium,"The Bhutto family, prominent in Pakistani politics, might be unfamiliar to someone from urban Mexico.","A prominent political family in Pakistan, including former Prime Ministers Zulfikar and Benazir Bhutto.","I loved this book. Such fascinating and interesting essays - made me want to read so much more about the history of Sri Lanka, about the prominent political Bhutto family in Pakistan, and about all of the places mentioned in the book. It is part travelogue, part enrichment - you get to learn about a place you don't know much about. The fact that most of the stories are from the 80s means that you get a relatively recent update on what is going on in India unlike traditional history."
50103+self:Mexico+non-fiction,"I wanted to love this book! It could be that my expectations were too high, but I felt it was a solid read, not remarkable. The early writing felt stilted, though by the end it had either gotten smoother, or I had grown used to it. Certainly worth the time, but far from falling in the couldn't-put-it-down category.",,,,,,,
110648+self:Mexico+non-fiction,"It is a book with a compilation of numerous short real life stories, that are simple to read and are heart warming at the same time. 
 However the best feature of this book is that it goes beyond age groups. 
 Even as a child i would have relished these stories as much as i will when i narrate them to my younger cousins. :)",,,,,,,
2745+self:Mexico+non-fiction,"I know I shouldn't, but I love Heinlein, and even most of his not-very-good books are still fun to read. This is basically just two people thrown into a series of random situations. The female character is such a classic Heinlein female. If you hate that sort of thing, skip it.",Heinlein,Material,Somewhat familiar,Medium,"Robert A. Heinlein is a well-known American science fiction author, but his works may not be widely known in urban Mexico.",Robert A. Heinlein is a famous American science fiction writer.,"I know I shouldn't, but I love Robert A. Heinlein, and even most of his not-very-good books are still fun to read. This is basically just two people thrown into a series of random situations. The female character is such a typical strong and independent woman often found in Heinlein's works. If you hate that sort of thing, skip it."
2745+self:Mexico+non-fiction,"I know I shouldn't, but I love Heinlein, and even most of his not-very-good books are still fun to read. This is basically just two people thrown into a series of random situations. The female character is such a classic Heinlein female. If you hate that sort of thing, skip it.",classic Heinlein female,Social,Unfamiliar,High,"The concept of a 'classic Heinlein female' refers to a specific type of female character in Heinlein's works, which may be unfamiliar.","A 'classic Heinlein female' is a strong, independent, and often sexually liberated woman in Heinlein's books.","I know I shouldn't, but I love Robert A. Heinlein, and even most of his not-very-good books are still fun to read. This is basically just two people thrown into a series of random situations. The female character is such a typical strong and independent woman often found in Heinlein's works. If you hate that sort of thing, skip it."
97980+self:Mexico+non-fiction,This was my first book of Devdutt series as I came to know that he wrote many books. Devlok has a logical meaning ofost of the question that comes to our mind about our mythology. Devdutt reads many scriptures and did a lot of homework to bring the answers for us. The most of the content I think is appropriate but need an enlightened person to put some more light on it. Otherwise an interesting read.,Devlok,Linguistic,Unfamiliar,Medium,The term 'Devlok' is specific to Indian mythology and may not be commonly known or understood in Mexican culture.,Devlok refers to the abode of gods in Hindu mythology.,"This was my first book by Devdutt Pattanaik, who has written many books. Devlok logically answers many questions about Indian mythology. Devdutt studied many sacred texts and did extensive research to provide these answers. Most of the content is appropriate but may need an expert to explain further. Otherwise, an interesting read."
