location,participant_id,region_grew_up,highest_education,current_age,reading_habits,preferred_genre,example_id,book_title,book_authors,book_country,book_genre,review_text,has_read_author,has_read_book,choose_genre_impact,choose_demo_impact,familiarity_grp,understand_grp,can_similar_demo_genre_write,span,span_type
usa,cc665c163253021d6b1658fffe959ab4498d6d3983efe15e19c3c1278f329777,urban,graduate,40_to_60,moderate,fiction,83197.0,The Telling (Hainish Cycle #8),Ursula K. Le Guin,usa,fiction,"Sutty is an Indo-Canadian, raised partly in India, who is an Observer for the interstellar Ekumen. She has been sent to Aka, a world in a stranglehold of a Corporate government, who have outlawed all old customs and beliefs. She is given permission to live upriver, in the countryside. There she finds out what Aka is really like. Their culture and their religion, to me, seems a blend of Buddhism and Daoism and it's based on the Telling, or stories. I loved this, it makes me want to read the Hainish books that I haven't gotten around to and to reread the ones I have. 
 This seems like an excellent companion to The Sparrow and Children of God about the unintended consequences of Imperialism and Colonialism, even when those weren't intended.",no,no,genre_influence_no,demographic_influence_no,not familiar,not understood,similar_demo_genre_no,Aka,"Cultural, Non-Linguistic"
usa,cc665c163253021d6b1658fffe959ab4498d6d3983efe15e19c3c1278f329777,urban,graduate,40_to_60,moderate,fiction,83197.0,The Telling (Hainish Cycle #8),Ursula K. Le Guin,usa,fiction,"Sutty is an Indo-Canadian, raised partly in India, who is an Observer for the interstellar Ekumen. She has been sent to Aka, a world in a stranglehold of a Corporate government, who have outlawed all old customs and beliefs. She is given permission to live upriver, in the countryside. There she finds out what Aka is really like. Their culture and their religion, to me, seems a blend of Buddhism and Daoism and it's based on the Telling, or stories. I loved this, it makes me want to read the Hainish books that I haven't gotten around to and to reread the ones I have. 
 This seems like an excellent companion to The Sparrow and Children of God about the unintended consequences of Imperialism and Colonialism, even when those weren't intended.",no,no,genre_influence_no,demographic_influence_no,not familiar,not understood,similar_demo_genre_no,Daoism,"Cultural, Non-Linguistic"
usa,cc665c163253021d6b1658fffe959ab4498d6d3983efe15e19c3c1278f329777,urban,graduate,40_to_60,moderate,fiction,83197.0,The Telling (Hainish Cycle #8),Ursula K. Le Guin,usa,fiction,"Sutty is an Indo-Canadian, raised partly in India, who is an Observer for the interstellar Ekumen. She has been sent to Aka, a world in a stranglehold of a Corporate government, who have outlawed all old customs and beliefs. She is given permission to live upriver, in the countryside. There she finds out what Aka is really like. Their culture and their religion, to me, seems a blend of Buddhism and Daoism and it's based on the Telling, or stories. I loved this, it makes me want to read the Hainish books that I haven't gotten around to and to reread the ones I have. 
 This seems like an excellent companion to The Sparrow and Children of God about the unintended consequences of Imperialism and Colonialism, even when those weren't intended.",no,no,genre_influence_no,demographic_influence_no,not familiar,not understood,similar_demo_genre_no,The Sparrow and Children of God,"Cultural, Non-Linguistic"
usa,cc665c163253021d6b1658fffe959ab4498d6d3983efe15e19c3c1278f329777,urban,graduate,40_to_60,moderate,fiction,83197.0,The Telling (Hainish Cycle #8),Ursula K. Le Guin,usa,fiction,"Sutty is an Indo-Canadian, raised partly in India, who is an Observer for the interstellar Ekumen. She has been sent to Aka, a world in a stranglehold of a Corporate government, who have outlawed all old customs and beliefs. She is given permission to live upriver, in the countryside. There she finds out what Aka is really like. Their culture and their religion, to me, seems a blend of Buddhism and Daoism and it's based on the Telling, or stories. I loved this, it makes me want to read the Hainish books that I haven't gotten around to and to reread the ones I have. 
 This seems like an excellent companion to The Sparrow and Children of God about the unintended consequences of Imperialism and Colonialism, even when those weren't intended.",no,no,genre_influence_no,demographic_influence_no,not familiar,not understood,similar_demo_genre_no,"Imperialism and Colonialism,","Non-Cultural, Non-linguistic"
usa,cc665c163253021d6b1658fffe959ab4498d6d3983efe15e19c3c1278f329777,urban,graduate,40_to_60,moderate,fiction,97884.0,Shikhandi and Other Stories They Don't Tell You,Devdutt Pattanaik,india,non-fiction,"Queerness......This is the word which has been used in nearly all the chapters. 
 For any Indian reader who has knowledge of Ramayana and Mahabharata, this is a must. 
 The stories are pretty short, yet very engaging and it takes you to revisit all that you have heard and seen about our Sacred Indian Epics. 
 It is all together a different perspective. 
 I read this book on my Kindle and trust me its a journey filled with fun and knowledge.....",no,no,genre_influence_no,demographic_influence_no,not familiar,not understood,similar_demo_genre_no,"Ramayana and Mahabharata,","Cultural, Non-Linguistic"
usa,cc665c163253021d6b1658fffe959ab4498d6d3983efe15e19c3c1278f329777,urban,graduate,40_to_60,moderate,fiction,97884.0,Shikhandi and Other Stories They Don't Tell You,Devdutt Pattanaik,india,non-fiction,"Queerness......This is the word which has been used in nearly all the chapters. 
 For any Indian reader who has knowledge of Ramayana and Mahabharata, this is a must. 
 The stories are pretty short, yet very engaging and it takes you to revisit all that you have heard and seen about our Sacred Indian Epics. 
 It is all together a different perspective. 
 I read this book on my Kindle and trust me its a journey filled with fun and knowledge.....",no,no,genre_influence_no,demographic_influence_no,not familiar,not understood,similar_demo_genre_no,Sacred Indian Epics.,"Cultural, Non-Linguistic"
usa,031ad449a613c1efa710a27756078e2075e4a85daed885582950019176aa6a7e,urban,undergraduate,25_to_40,occasional,both_genres,101285.0,Lone Fox Dancing,Ruskin Bond,india,non-fiction,"Many stories written by Ruskin Bond are semi-autobiographical, and after having read so many of them, I made the mistake of assuming that this book won't having anything new to offer. How wrong I was and how glad I am to have picked up this book! The words are beautifully crafted and are so full of warm memories that they would invoke nostalgia in you, making you want to write down your own precious childhood memories. No doubt, it is a great book and definitely, it is a must-read for lovers of Ruskin Bond's writings.",no,no,genre_influence_no,demographic_influence_no,very familiar,well understood,similar_demo_genre_yes,,NA
usa,031ad449a613c1efa710a27756078e2075e4a85daed885582950019176aa6a7e,urban,undergraduate,25_to_40,occasional,both_genres,111974.0,The Broom of the System,"David Foster Wallace, Duke Riley",usa,fiction,"I wanted to read a book by David Foster Wallace before eventually attempting 'Infinite Jest'. I had already dabbled in one of his non-novels - I can't remember which - and didn't really get on with it. Then I happened to find the Penguin Ink edition of this in a bookshop, and I'm glad I did, not least because the font is perfect. 
 It made my head hurt a little without making me get fed up of it, or being too clever for its own good, which is pretty impressive. And gosh, it just made a perverse amount of sense. I don't think I can say anything else about it that no-one else has ever said; capturing modern life as it really is was Wallace's talent - at 24! - after all. So I'll just end by saying this is more than indicative of a brilliant mind and I can't wait to read more of his work.",no,no,genre_influence_no,demographic_influence_no,familiar,well understood,similar_demo_genre_yes,perverse amount of sense.,"Cultural, Linguistic"
usa,031ad449a613c1efa710a27756078e2075e4a85daed885582950019176aa6a7e,urban,undergraduate,25_to_40,occasional,both_genres,50089.0,My Own Country: A Doctor's Story,Abraham Verghese,ethiopia,non-fiction,"Sounds like a great story from someone free of homophobia at a time marked by that disease as much as the disease of AIDS. Multiple medical professionals in my family causes me to have familiarity and interest in the professions, so there's that as well. And also content about outsider-ness, and one person's experience as an Indian-American, and other to-an-extent universal interpersonal aspects; altogether fascinating!",no,no,genre_influence_no,demographic_influence_no,familiar,well understood,similar_demo_genre_yes,"content about outsider-ness, and one person's experience as an Indian-American,","Cultural, Non-Linguistic"
usa,031ad449a613c1efa710a27756078e2075e4a85daed885582950019176aa6a7e,urban,undergraduate,25_to_40,occasional,both_genres,39402.0,Night Shift,Stephen King,usa,fiction,"This book had me at hello - King's preface on why people choose to write horror was interesting enough. And then came the stories... Wow, the stories. Some thrilling, some creepy, some unsettling - all brilliant and dark, with a gloomy sting in the tail (or tale). Fabulous stuff from the Master.",yes,no,genre_influence_no,demographic_influence_no,very familiar,well understood,similar_demo_genre_yes,,NA
usa,031ad449a613c1efa710a27756078e2075e4a85daed885582950019176aa6a7e,urban,undergraduate,25_to_40,occasional,both_genres,56422.0,Midnight's Children,Salman Rushdie,india,fiction,"I have loved everything I have read by Salman Rushdie - I think he's a master of magical realism and adore the way his fiction works. I have lots of respect for Midnight's Children, but I have to say that it is fairly dense and a bit difficult to get through - sometimes I felt as though the weight of the words was pressing down on my brain and I would have to stop reading and rest. :P That's not to disparage the book or the writing though... it is simply not an easy book.",no,no,genre_influence_no,demographic_influence_no,familiar,understood,similar_demo_genre_yes,magical realism,"Cultural, Non-Linguistic"
usa,031ad449a613c1efa710a27756078e2075e4a85daed885582950019176aa6a7e,urban,undergraduate,25_to_40,occasional,both_genres,111977.0,The Broom of the System,"David Foster Wallace, Duke Riley",usa,fiction,"This is a hard one to judge because I'm judging it against his later works. The fact that he wrote this at my age is infuriating and amazing, and it is a quick and funny read. I think it gets bogged down a bit in the philosophy in parts but the prose is lively and smart, and the world he builds is like our world plus, with weird details and hyperbole that would become such a delightful staple of his later fiction.",no,no,genre_influence_no,demographic_influence_no,very familiar,well understood,similar_demo_genre_yes,,NA
usa,031ad449a613c1efa710a27756078e2075e4a85daed885582950019176aa6a7e,urban,undergraduate,25_to_40,occasional,both_genres,50103.0,My Own Country: A Doctor's Story,Abraham Verghese,ethiopia,non-fiction,"I wanted to love this book! It could be that my expectations were too high, but I felt it was a solid read, not remarkable. The early writing felt stilted, though by the end it had either gotten smoother, or I had grown used to it. Certainly worth the time, but far from falling in the couldn't-put-it-down category.",no,no,genre_influence_no,demographic_influence_no,very familiar,well understood,similar_demo_genre_maybe,,NA
usa,031ad449a613c1efa710a27756078e2075e4a85daed885582950019176aa6a7e,urban,undergraduate,25_to_40,occasional,both_genres,91610.0,In an Antique Land: History in the Guise of a Traveler's Tale,Amitav Ghosh,india,non-fiction,"The vignettes from the life of a tiny poor Egyptian town are fascinating - a rare and vivid view into an isolated culture. The history part, however, is a disorganized, random info dump - it seemed to me he just put all his research notes into the book, without a narrative or cohesion. Too bad, because some part of it was interesting, but really, do we need a biography of everyone who came near the documents but failed to discover them?",no,no,genre_influence_no,demographic_influence_no,familiar,understood,similar_demo_genre_maybe,do we need a biography of everyone who came near the documents but failed to discover them?,"Non-Cultural, Non-linguistic"
usa,031ad449a613c1efa710a27756078e2075e4a85daed885582950019176aa6a7e,urban,undergraduate,25_to_40,occasional,both_genres,97980.0,Devlok with Devdutt Pattanaik,Devdutt Pattanaik,india,non-fiction,This was my first book of Devdutt series as I came to know that he wrote many books. Devlok has a logical meaning ofost of the question that comes to our mind about our mythology. Devdutt reads many scriptures and did a lot of homework to bring the answers for us. The most of the content I think is appropriate but need an enlightened person to put some more light on it. Otherwise an interesting read.,no,no,genre_influence_no,demographic_influence_no,familiar,understood,similar_demo_genre_maybe,logical meaning ofost of the question that comes to our mind about our mythology.,"Non-Cultural, Linguistic"
usa,031ad449a613c1efa710a27756078e2075e4a85daed885582950019176aa6a7e,urban,undergraduate,25_to_40,occasional,both_genres,28829.0,"Mr. Mercedes (Bill Hodges Trilogy, #1)",Stephen King,usa,fiction,"I haven't read a King novel since we were both young(ish). I decided to read - more accurately, listen to - this one because of the genre and praise and awards. I enjoyed it until the ending, which had me rolling my eyes and shaking my head. I had the sense an editor told King he needed a big finish. Oh well. I think I'll try the next one and hope for better.",yes,no,genre_influence_no,demographic_influence_no,very familiar,well understood,similar_demo_genre_yes,,NA
usa,7d6ea1d3d258653cc654fb8a1ec4181bdfc096f81053c24414bbfddf8b4c5290,both,undergraduate,25_to_40,light,fiction,49762.0,Cutting for Stone,Abraham Verghese,ethiopia,fiction,"Didn't quite finish. It was okay, but WAY too long. I could not get engaged in this book though I was determined to stick with it. But when I still wasn't hooked after some five-hundred + pages, I decided I had earned the right to give up. Life is too short. I think this book is perhaps trying to be something it is not. It is obviously an ambitious work but just fell flat for me.",no,no,genre_influence_no,demographic_influence_no,familiar,understood,similar_demo_genre_yes,ambitious work,"Non-Cultural, Linguistic"
usa,7d6ea1d3d258653cc654fb8a1ec4181bdfc096f81053c24414bbfddf8b4c5290,both,undergraduate,25_to_40,light,fiction,50118.0,The Tennis Partner,Abraham Verghese,ethiopia,non-fiction,"Read this in bookclub a few year ago and it has stuck with me. Powerfully told by a dr. who befriends a drug addicted med student. Their tennis games are woven into the story seamlessly (there was just a little too much recall/detail of actual pro tennis matchs.) 
 If you enjoy medical stories, this is a solid read.",no,no,genre_influence_no,demographic_influence_no,familiar,understood,similar_demo_genre_yes,,NA
usa,7d6ea1d3d258653cc654fb8a1ec4181bdfc096f81053c24414bbfddf8b4c5290,both,undergraduate,25_to_40,light,fiction,75885.0,Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,usa,non-fiction,"Under the Banner of Heaven was a fascinating read. The starting point for the book is the horrendous and callous murder of a woman and baby. On the other end, the starting point is the foundation of Mormanism by Joseph Smith. Tracing the tangled history of Mormanism and fundamental Mormanism leads directly to that murder and it is a complicated, interesting path. 
 At times it got more complicated than I could easily follow, but the overarching story was well put together so that even when the details needed a flow-chart to keep straight I got the gist. 
 I would recommend this for everyone to read, faithful or not. It is well-researched and written in a matter-of-fact tone, not sugar-coating anything nor failing to respect the humanity of any of the players.",no,no,genre_influence_slight,demographic_influence_slight,familiar,well understood,similar_demo_genre_yes,Mormanism and fundamental Mormanism,"Cultural, Non-Linguistic"
usa,7d6ea1d3d258653cc654fb8a1ec4181bdfc096f81053c24414bbfddf8b4c5290,both,undergraduate,25_to_40,light,fiction,75885.0,Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,usa,non-fiction,"Under the Banner of Heaven was a fascinating read. The starting point for the book is the horrendous and callous murder of a woman and baby. On the other end, the starting point is the foundation of Mormanism by Joseph Smith. Tracing the tangled history of Mormanism and fundamental Mormanism leads directly to that murder and it is a complicated, interesting path. 
 At times it got more complicated than I could easily follow, but the overarching story was well put together so that even when the details needed a flow-chart to keep straight I got the gist. 
 I would recommend this for everyone to read, faithful or not. It is well-researched and written in a matter-of-fact tone, not sugar-coating anything nor failing to respect the humanity of any of the players.",no,no,genre_influence_slight,demographic_influence_slight,familiar,well understood,similar_demo_genre_yes,"matter-of-fact tone,","Non-Cultural, Linguistic"
usa,7d6ea1d3d258653cc654fb8a1ec4181bdfc096f81053c24414bbfddf8b4c5290,both,undergraduate,25_to_40,light,fiction,112047.0,The Sun Also Rises,"Ernest Hemingway, William Hurt",usa,fiction,"I really did not like this book, but I don't know if it's because William hurt read it so poorly or because it was just a poorly written book. I was left scratching my head numerous times. There really seemed to be no plot...no point. William hurt might be a great Shakespearean actor, but his narration stinks. I think that was the hardest thing to follow, really. Maybe if someone else had narrated, I might have liked it. I might need to try reading the book, rather than listening to it, but as it stands, I did not like it.",yes,yes,genre_influence_no,demographic_influence_no,familiar,well understood,similar_demo_genre_yes,"a great Shakespearean actor,","Cultural, Non-Linguistic"
usa,7d6ea1d3d258653cc654fb8a1ec4181bdfc096f81053c24414bbfddf8b4c5290,both,undergraduate,25_to_40,light,fiction,50097.0,My Own Country: A Doctor's Story,Abraham Verghese,ethiopia,non-fiction,"By the author of CUTTING FOR STONE, this is Verghese's autobiography beginning when he had arrived in the U.S. from Ethiopia and India. It is a fascinating story of the beginning of the AIDS epidemic in the States. In particular Verghese was located in rural Eastern Tennessee. 
 Although it sounds as if it must be a depressing book, in fact, it was wonderful. It was not a quick read as there was so much detail in it! But it WAS fascinating as the reader got to know Abraham's patients intimately. It was wonderful how much he loved them all and cared for them in a way that we all wish our doctors would care for us. 
 If you enjoy autobiography and you also are lucky enough to understand a bit of medicine, I think you will really enjoy this book.",no,no,genre_influence_slight,demographic_influence_slight,familiar,understood,similar_demo_genre_yes,"understand a bit of medicine,","Non-Cultural, Non-linguistic"
usa,7d6ea1d3d258653cc654fb8a1ec4181bdfc096f81053c24414bbfddf8b4c5290,both,undergraduate,25_to_40,light,fiction,49489.0,Cutting for Stone,Abraham Verghese,ethiopia,fiction,"While I enjoyed the historical sweep of this novel, I found it to be very inconsistent. The plot was often engaging, but would take absurd turns. Many of the characters - especially the female characters - are flat, uninteresting, and even unbelievable. The narrator, Marion, is exceptionally moral and a fairly lifeless character, but then engages in two separate acts of violence that are baffling, troubling, and completely out of character. The misogynistic way that Verghese treats the character of Genet (Marion's love interest) is reprehensible and ultimately made the book unredeemable for me. On the whole, Verghese is a good descriptive writer, but some of his phrasings are awkward and self-conscious, and his descriptions of medical procedures are too clinical and can go on for pages.",no,no,genre_influence_slight,demographic_influence_slight,familiar,understood,similar_demo_genre_yes,The misogynistic way,"Cultural, Non-Linguistic"
usa,7d6ea1d3d258653cc654fb8a1ec4181bdfc096f81053c24414bbfddf8b4c5290,both,undergraduate,25_to_40,light,fiction,49489.0,Cutting for Stone,Abraham Verghese,ethiopia,fiction,"While I enjoyed the historical sweep of this novel, I found it to be very inconsistent. The plot was often engaging, but would take absurd turns. Many of the characters - especially the female characters - are flat, uninteresting, and even unbelievable. The narrator, Marion, is exceptionally moral and a fairly lifeless character, but then engages in two separate acts of violence that are baffling, troubling, and completely out of character. The misogynistic way that Verghese treats the character of Genet (Marion's love interest) is reprehensible and ultimately made the book unredeemable for me. On the whole, Verghese is a good descriptive writer, but some of his phrasings are awkward and self-conscious, and his descriptions of medical procedures are too clinical and can go on for pages.",no,no,genre_influence_slight,demographic_influence_slight,familiar,understood,similar_demo_genre_yes,reprehensible,"Non-Cultural, Linguistic"
usa,7d6ea1d3d258653cc654fb8a1ec4181bdfc096f81053c24414bbfddf8b4c5290,both,undergraduate,25_to_40,light,fiction,110387.0,The Age of Kali: Indian Travels & Encounters,William Dalrymple,india,non-fiction,"Started off rather depressing, with very negative narratives of the North, but then turned a corner and became very interesting. 
 Seems it was written in the 90s, and I wonder what the author would have to say if he had to do it again? 
 Interesting book, especially the parts about Sri Lanka, Pakistan & Reunion.",no,no,genre_influence_no,demographic_influence_no,familiar,understood,similar_demo_genre_yes,"Sri Lanka, Pakistan & Reunion.","Cultural, Non-Linguistic"
usa,7d6ea1d3d258653cc654fb8a1ec4181bdfc096f81053c24414bbfddf8b4c5290,both,undergraduate,25_to_40,light,fiction,110389.0,The Age of Kali: Indian Travels & Encounters,William Dalrymple,india,non-fiction,"I loved this book. Such fascinating and interesting essays - made me want to read so much more about Sri Lankan history, about the Bhutto family, and about all of the places mentioned in the book. It is part travelogue, part enrichment - you get to learn about a place you don't know much about. The fact that most of the stories are from the 80s means that you get a relatively recent update on what is going on in India unlike traditional history.",no,no,genre_influence_slight,demographic_influence_moderate,familiar,understood,similar_demo_genre_yes,"Sri Lankan history,","Cultural, Non-Linguistic"
usa,7d6ea1d3d258653cc654fb8a1ec4181bdfc096f81053c24414bbfddf8b4c5290,both,undergraduate,25_to_40,light,fiction,110389.0,The Age of Kali: Indian Travels & Encounters,William Dalrymple,india,non-fiction,"I loved this book. Such fascinating and interesting essays - made me want to read so much more about Sri Lankan history, about the Bhutto family, and about all of the places mentioned in the book. It is part travelogue, part enrichment - you get to learn about a place you don't know much about. The fact that most of the stories are from the 80s means that you get a relatively recent update on what is going on in India unlike traditional history.",no,no,genre_influence_slight,demographic_influence_moderate,familiar,understood,similar_demo_genre_yes,"Bhutto family,","Cultural, Non-Linguistic"
usa,7d6ea1d3d258653cc654fb8a1ec4181bdfc096f81053c24414bbfddf8b4c5290,both,undergraduate,25_to_40,light,fiction,111607.0,The Diviners,"Margaret Laurence, Margaret Atwood",usa,fiction,"Finally, a great Canadian novel that doesnt suck and is worthy of high praise! I was skeptical at first since a 500+ page novel about a female Canadian writer does not exactly scream out ""page-turner"" but Laurence has more than a few tricks up her sleeve to to write a thematically rich and emotionally charged story that is incredibly compelling without losing momentum. She takes the ordinary stuff of life and magically transforms it into something fresh. Laurence is often considered one of Canada's greatest writers ever and I am beginning to see why she held in such high regard.",no,no,genre_influence_no,demographic_influence_no,familiar,understood,similar_demo_genre_yes,thematically rich and emotionally charged,"Non-Cultural, Non-linguistic"
usa,7d6ea1d3d258653cc654fb8a1ec4181bdfc096f81053c24414bbfddf8b4c5290,both,undergraduate,25_to_40,light,fiction,2745.0,Job: A Comedy of Justice,Robert A. Heinlein,usa,fiction,"I know I shouldn't, but I love Heinlein, and even most of his not-very-good books are still fun to read. This is basically just two people thrown into a series of random situations. The female character is such a classic Heinlein female. If you hate that sort of thing, skip it.",no,no,genre_influence_no,demographic_influence_slight,not familiar,understood,similar_demo_genre_yes,a classic Heinlein female.,"Cultural, Non-Linguistic"
usa,7d6ea1d3d258653cc654fb8a1ec4181bdfc096f81053c24414bbfddf8b4c5290,both,undergraduate,25_to_40,light,fiction,111834.0,Finding Darwin's God: A Scientist's Search for Common Ground Between God and Evolution,Kenneth R. Miller,usa,non-fiction,"Miller convincingly demonstrates that evolution is right: it provides a viable explanation for the past, fits the evidence so far discovered, and provides a model that conforms to biology and material reality. He takes issue with intelligent design proponents and other anti-evolutionists and - again convincingly - demonstrates the errors in their arguments. Yet he maintains that science - including evolution - is not incompatible with a belief in God. Well written and logically presented.",no,no,genre_influence_no,demographic_influence_no,familiar,understood,similar_demo_genre_yes,material reality.,"Non-Cultural, Non-linguistic"
usa,7d6ea1d3d258653cc654fb8a1ec4181bdfc096f81053c24414bbfddf8b4c5290,both,undergraduate,25_to_40,light,fiction,111834.0,Finding Darwin's God: A Scientist's Search for Common Ground Between God and Evolution,Kenneth R. Miller,usa,non-fiction,"Miller convincingly demonstrates that evolution is right: it provides a viable explanation for the past, fits the evidence so far discovered, and provides a model that conforms to biology and material reality. He takes issue with intelligent design proponents and other anti-evolutionists and - again convincingly - demonstrates the errors in their arguments. Yet he maintains that science - including evolution - is not incompatible with a belief in God. Well written and logically presented.",no,no,genre_influence_no,demographic_influence_no,familiar,understood,similar_demo_genre_yes,anti-evolutionists,"Non-Cultural, Non-linguistic"
usa,605028763d75b4407fb9140e7080fabd6e74478b334daffc33b20613a365f2e4,urban,graduate,25_to_40,moderate,both_genres,49762.0,Cutting for Stone,Abraham Verghese,ethiopia,fiction,"Didn't quite finish. It was okay, but WAY too long. I could not get engaged in this book though I was determined to stick with it. But when I still wasn't hooked after some five-hundred + pages, I decided I had earned the right to give up. Life is too short. I think this book is perhaps trying to be something it is not. It is obviously an ambitious work but just fell flat for me.",no,no,genre_influence_no,demographic_influence_no,very familiar,well understood,similar_demo_genre_yes,,NA
usa,605028763d75b4407fb9140e7080fabd6e74478b334daffc33b20613a365f2e4,urban,graduate,25_to_40,moderate,both_genres,50118.0,The Tennis Partner,Abraham Verghese,ethiopia,non-fiction,"Read this in bookclub a few year ago and it has stuck with me. Powerfully told by a dr. who befriends a drug addicted med student. Their tennis games are woven into the story seamlessly (there was just a little too much recall/detail of actual pro tennis matchs.) 
 If you enjoy medical stories, this is a solid read.",no,no,genre_influence_no,demographic_influence_no,very familiar,well understood,similar_demo_genre_yes,,NA
usa,605028763d75b4407fb9140e7080fabd6e74478b334daffc33b20613a365f2e4,urban,graduate,25_to_40,moderate,both_genres,75885.0,Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,usa,non-fiction,"Under the Banner of Heaven was a fascinating read. The starting point for the book is the horrendous and callous murder of a woman and baby. On the other end, the starting point is the foundation of Mormanism by Joseph Smith. Tracing the tangled history of Mormanism and fundamental Mormanism leads directly to that murder and it is a complicated, interesting path. 
 At times it got more complicated than I could easily follow, but the overarching story was well put together so that even when the details needed a flow-chart to keep straight I got the gist. 
 I would recommend this for everyone to read, faithful or not. It is well-researched and written in a matter-of-fact tone, not sugar-coating anything nor failing to respect the humanity of any of the players.",no,no,genre_influence_moderate,demographic_influence_strong,familiar,understood,similar_demo_genre_no,,NA
usa,605028763d75b4407fb9140e7080fabd6e74478b334daffc33b20613a365f2e4,urban,graduate,25_to_40,moderate,both_genres,112047.0,The Sun Also Rises,"Ernest Hemingway, William Hurt",usa,fiction,"I really did not like this book, but I don't know if it's because William hurt read it so poorly or because it was just a poorly written book. I was left scratching my head numerous times. There really seemed to be no plot...no point. William hurt might be a great Shakespearean actor, but his narration stinks. I think that was the hardest thing to follow, really. Maybe if someone else had narrated, I might have liked it. I might need to try reading the book, rather than listening to it, but as it stands, I did not like it.",yes,no,genre_influence_slight,demographic_influence_slight,familiar,well understood,similar_demo_genre_yes,,NA
usa,605028763d75b4407fb9140e7080fabd6e74478b334daffc33b20613a365f2e4,urban,graduate,25_to_40,moderate,both_genres,50097.0,My Own Country: A Doctor's Story,Abraham Verghese,ethiopia,non-fiction,"By the author of CUTTING FOR STONE, this is Verghese's autobiography beginning when he had arrived in the U.S. from Ethiopia and India. It is a fascinating story of the beginning of the AIDS epidemic in the States. In particular Verghese was located in rural Eastern Tennessee. 
 Although it sounds as if it must be a depressing book, in fact, it was wonderful. It was not a quick read as there was so much detail in it! But it WAS fascinating as the reader got to know Abraham's patients intimately. It was wonderful how much he loved them all and cared for them in a way that we all wish our doctors would care for us. 
 If you enjoy autobiography and you also are lucky enough to understand a bit of medicine, I think you will really enjoy this book.",no,no,genre_influence_no,demographic_influence_no,familiar,understood,similar_demo_genre_maybe,,NA
usa,605028763d75b4407fb9140e7080fabd6e74478b334daffc33b20613a365f2e4,urban,graduate,25_to_40,moderate,both_genres,110387.0,The Age of Kali: Indian Travels & Encounters,William Dalrymple,india,non-fiction,"Started off rather depressing, with very negative narratives of the North, but then turned a corner and became very interesting. 
 Seems it was written in the 90s, and I wonder what the author would have to say if he had to do it again? 
 Interesting book, especially the parts about Sri Lanka, Pakistan & Reunion.",no,no,genre_influence_no,demographic_influence_no,familiar,well understood,similar_demo_genre_maybe,,NA
usa,605028763d75b4407fb9140e7080fabd6e74478b334daffc33b20613a365f2e4,urban,graduate,25_to_40,moderate,both_genres,110389.0,The Age of Kali: Indian Travels & Encounters,William Dalrymple,india,non-fiction,"I loved this book. Such fascinating and interesting essays - made me want to read so much more about Sri Lankan history, about the Bhutto family, and about all of the places mentioned in the book. It is part travelogue, part enrichment - you get to learn about a place you don't know much about. The fact that most of the stories are from the 80s means that you get a relatively recent update on what is going on in India unlike traditional history.",no,no,genre_influence_no,demographic_influence_no,familiar,well understood,similar_demo_genre_maybe,,NA
usa,605028763d75b4407fb9140e7080fabd6e74478b334daffc33b20613a365f2e4,urban,graduate,25_to_40,moderate,both_genres,111607.0,The Diviners,"Margaret Laurence, Margaret Atwood",usa,fiction,"Finally, a great Canadian novel that doesnt suck and is worthy of high praise! I was skeptical at first since a 500+ page novel about a female Canadian writer does not exactly scream out ""page-turner"" but Laurence has more than a few tricks up her sleeve to to write a thematically rich and emotionally charged story that is incredibly compelling without losing momentum. She takes the ordinary stuff of life and magically transforms it into something fresh. Laurence is often considered one of Canada's greatest writers ever and I am beginning to see why she held in such high regard.",no,no,genre_influence_no,demographic_influence_no,very familiar,well understood,similar_demo_genre_yes,,NA
usa,605028763d75b4407fb9140e7080fabd6e74478b334daffc33b20613a365f2e4,urban,graduate,25_to_40,moderate,both_genres,111834.0,Finding Darwin's God: A Scientist's Search for Common Ground Between God and Evolution,Kenneth R. Miller,usa,non-fiction,"Miller convincingly demonstrates that evolution is right: it provides a viable explanation for the past, fits the evidence so far discovered, and provides a model that conforms to biology and material reality. He takes issue with intelligent design proponents and other anti-evolutionists and - again convincingly - demonstrates the errors in their arguments. Yet he maintains that science - including evolution - is not incompatible with a belief in God. Well written and logically presented.",no,no,genre_influence_moderate,demographic_influence_moderate,very familiar,well understood,similar_demo_genre_yes,,NA
usa,605028763d75b4407fb9140e7080fabd6e74478b334daffc33b20613a365f2e4,urban,graduate,25_to_40,moderate,both_genres,37373.0,The Shining,Stephen King,usa,fiction,"I can't believe I forgot to add this book, I do forget to add books, BUT THIS BOOK! 
 I loved it, I used to always think Stephen King was so and so, but after reading this book I love him. This book got me so scared, I would become paralyzed, not even able to let go of the book. I would stay put close my eyes and wait till the fear and goosebumps were gone and then go back to reading it, then again get scared. Vicious yet entertaining cycle.",yes,no,genre_influence_no,demographic_influence_no,very familiar,understood,similar_demo_genre_no,,NA
